,Post,Keyword
6642,IT WAS ALL A DREAM...,0
6643,@USER_875bca76,0
6644,This good ol tom commercials are old as dirt mayne!,0
6645,@USER_62080f56 thank you and good morning to u as well!,0
6646,@USER_44bf7e5f u didn't have to say ewww... But I guess I may be!,0
6647,"Ps I know I haven't been tweeting much, but this is a 50 sumtin (like 53) hour wrk week. Sooooo ill tweet when I can!",0
6648,I'm gettin real annoyd right now...,0
6649,Brrrrrr,0
6650,Yo this orajel commercial with this blk lady... No no no bueno! She seems like a re re to me!,0
6651,@USER_88cd7ed2 awww shux red thanks! All I'm sayen is that its the same shit every week! I should just get my rest while I can.,1
6652,"Damn @USER_2a2ca61d idk why this song means sooooo much to me! ""The man who can't be moved"" BEAUTIFUL! I love it, and you 3! *hugs!*",0
6653,RT @USER_76f8242a: @USER_7dae9a82 I got big juicy ones Â«what u tlken bout? Hhhhhmmmm,0
6654,@USER_76f8242a mmmmmm lemme find out!,0
6655,@USER_76f8242a I may just want desert after our meal...,0
6656,@USER_ef88f76e I don't have hotmail or ur yahoo so ur S.O.L,0
6657,I have like 20 contacts left! Lol so sad!,0
6658,*following,0
6659,This fucken pizza place and the parking situation is pissing me off! I was gunna get a slice there but they just pissed me off.,0
6660,Goodnight fukkahs!,0
6661,@USER_d575a440 what's the sad face for!?,0
6662,"Omg, I couldn't wake up... I deff hit snooze for an hour... Whoops. I can get ready in 20 mins I guess.",0
6663,Is it nap time yet?,0
6664,Thanks to @USER_c01f2770 for the #FF love. Make sure u all sho him love!,0
6665,@USER_f98fa9e5 be specific...lol,0
6666,@USER_13e420b9 and thank you for the #FF love!,0
6667,"I come into work, its packed and my bodd just told me my stalker has been in and out looken for me. I'm not in the mood. I will shank you!",0
6668,2day is the day I rip someones fucking face off! You are all welcome to my trial...,0
6669,Idk any more...,0
6670,Haha @USER_7cce8257 some girl I went out with twice. Dude she got a job at the mall just to see me cause I told her we couldn't date ne more.,0
6671,@USER_7cce8257 I dnt eat them cuz they make me queezy.,0
6672,"Ill be the 1st to tell you, I HATE saturdays at the fucking mall! I had to park in bumbfuck. East of no where... Can u say packed?",0
6673,I'm watching the incredibles! So the fuck what man... #dontjudgeme,0
6674,Siiiigh ne1 awake with me right now that's actually going to tlk to me and not bore me???,0
6675,"She came into my store... She's 6 months pregnant, and I got her addy now.... 3 more months. Fuck it ill give her 4!",0
6676,@USER_7a92e207 thank you baby!,0
6677,@USER_f98fa9e5 idk wtf to do with my self right now...,0
6678,I'm sneezing sumtin crazy! Uggghhh F U spring cleaning!,0
6679,Damn where did all this shit come from??? I'm on like trash bag #4 full of shit!,1
6680,Its crazy what u come to finally throw away when u know ur going from haven ur apartment to haven a room...,0
6681,Then the bathroom. Go threw all the shit I have... Do I really need a million things of lotion? Throw all that shit out. Then my room...,1
6682,@USER_801f4327 I meant what should I make?,0
6683,@USER_c4b7dae3 u already know fam like seriously lol,0
6684,@USER_c6577c42 lmao l finna do all that lol,0
6685,@USER_4de1b85d u saw the Broncos did sane thing wit Orton smh,0
6686,@USER_e24e1ea0 lmao!!! *mo bounce shrug* #pallz #shruglife,0
6687,"RT @USER_e24e1ea0: Dammit, if you are not following the OG @USER_11eb3ce1, you are not following the realest cat on Twitter. Straight talk, # ...",0
6688,@USER_0373cce6 ohhhhhh i figured u were *misinterpreted sarcasm shrug* sorry lol,0
6689,@USER_ee2b1e26 aight bro,0
6690,Did the Jets jus turn into SB contenders?!?!?!,0
6691,@USER_50f4989b damn my nerfherder u gonna be on my side of the world CO is right under me #pawz,0
6692,@USER_c4b7dae3 @USER_e24e1ea0 lol,0
6693,@USER_c4b7dae3 @USER_e24e1ea0 @USER_b4cb07d6 @USER_6e95f8ac I mean really tho u had one good run then disappeared at least we still relevant lol,0
6694,@USER_4084fadc but ya'll didnt even see the playoffs fam...division dweller cellar,0
6695,@USER_4084fadc eh it's ok not everyone can understand the dynasty that we set we appluad the hate,0
6696,wrench around and wrench it off D.L. Hughley lmao,0
6697,Peanut butter no jam no jam no jaaaaaammm!!!- Ced the Entertainer lmao,0
6698,@USER_0aac613a yea man ya'll tryna do some major things now,0
6699,Finally home.... relaxin'...,0
6700,@USER_cb237f7f Congrats on everything I'm there in spirit my brother!!!!,0
6701,@USER_e24e1ea0 damn that's what it do on my 2K10 I'm 62-1 I'm jus sayin r u sure u gonna be ready #pistons lol,0
6702,@USER_e24e1ea0 yo on #2K10 u can build ya own team of #XBoxLivers I think a Tornado Alley team is needed lol *I got first pick shrug*,0
6703,@USER_e24e1ea0 @USER_31d442ad lmao!!!! I can dig that fam imma def cop 09 tho' lol,0
6704,Ummmm Ron Artest WTFuck?!?!?!,0
6705,@USER_e24e1ea0 lol indeed gotta know how to play the game #LifeImitatesXBOX,0
6706,@USER_50f4989b lmao my nerfherder u absolutely correct,0
6707,Matt Barnes on his eff Kobe game right *playing best brings out the best shrug* #shruglife,0
6708,@USER_0931469a Eff them. #thatisall,0
6709,@USER_58aa0228 Oh and #bigfacedgrin at those comments. Whoo Hoo!!,0
6710,@USER_58aa0228 You know folks gotta be extra at every turn.,0
6711,"#amen Last year, I made one up. Uh-huh. Sure did. RT @USER_88859e0e I'll admit it, I'm pissed that I don't have a spring break any more :(",0
6712,@USER_ceda5a17 Dag. I haven't had flaming hots since like 2003 prolly. I bet they would mess me up!,0
6713,@USER_9ba8f448 Red Velvet from GiGi's OBVIOUSLY. Yes!!,0
6714,"@USER_1b82871d LOL. Right, right, but radio wasn't hearin' em. AND we can thank that remix for why MaryMary got the ""Blame It"" beat",0
6715,"@USER_c47410d7 I'm with you, pimpin. Her #priorities are wack. You'd rather your husband sleep around than discipline your kids? #ridic",0
6716,"@USER_cbecce2e Unless Biggie left Bad Boy, he wouldn't have evolved.",0
6717,@USER_22256f92 how much longer til you drag covey on Twitter?,0
6718,@@USER_aa8cc939 @USER_221139ad AI is on some mess this year. Idk what happened. Did we find all the singers in America already?,0
6719,"@USER_c9de3ae4 Fun in downtown bmore you say? Why yes, yes. I can schedule that in!",0
6720,and then she spoke #truth RT @USER_c7a824b8 The internet has made it so you hear songs from artists that you should never have to hear.,0
6721,"So back in the day when I had a radio show, I went by DJ Smash. iMight go back to that.",0
6722,can we put a character limit on folks stage names?,0
6723,"RT @USER_1b82871d: My girl @USER_7468add0 thought of a good idea: character limits on stage names...who else has a long a** name, taking up the ...",0
6724,What she said RT @USER_ba25aa00 @USER_ba30f160 link. stat.,0
6725,#watching In Living Color,0
6726,#speaktomysoulLord RT @USER_1a1e7f71: I want a chilli cheese dog,0
6727,Did I mention I'm pissed ABCFamily canceled Lincoln Heights?? I am.,0
6728,@USER_0931469a check u out. Double booked for b-day parties. :),0
6729,Got to RT @USER_0e55d3b4: RT RT @USER_4acab17e: #randomthought how many of yall keep a # saved in ur phone just so u know not to answer it?,0
6730,@USER_1574e94e lol ok girl! And I have to tell you something hehehe!,0
6731,Let me skool yall on how to say my got damn name! Its Kenitra Not Kanitra! Thank you!,0
6732,Did u save me some? RT @USER_dcc2181f: I Just had some bomb chicken,0
6733,@USER_8de06cf5 its a song that shot bang,0
6734,Ok she snappen with her flow!!!,0
6735,Check me out lmao! Hahaha RT @USER_51e14c1e: @USER_bdeb6abd oooh look at you.,0
6736,Wu-tang in this thang well one of them niggas lmao! Plz don't ask me who tho! Lmao,0
6737,Phone dyin!,0
6738,I know your not fuckin sleep young man!,0
6739,Going home to sleep my life away!,0
6740,Yes! We gone have a ball more more fun then last night RT @USER_9748a974: @USER_bdeb6abd LMAO yeah I'm in there tho lol,0
6741,@USER_abadd1ed no I didn't go yall ran to fast for me by rhe time I seen yall yall was on stage to the back!,0
6742,Idk nada bout that lol RT @USER_0b1f88d3: @USER_bdeb6abd Well I went to the Glow In The Dark Tour 2 years back!!!,0
6743,@USER_95473eaa I'm going to need a cd with @USER_63d99f70 song asap mammas! And my back feels 2% better!,0
6744,@USER_d6e969dd mee too hehehe!,0
6745,I need some type of pain meds now! And WTF! Is Up with me and sneezing UGH!,0
6746,@USER_bd2fc2e5 what's the web site we listen to when we be at work!,0
6747,@USER_bd2fc2e5 thanks!,0
6748,@USER_9748a974 lmao hahaha to bad you or me don't! Lol so get ya wacka on then lmao!,0
6749,I'm happy with myself aint been tweetin all crazy like I always do lmao! Maybe cause twitter is gettin old to me! And I've been sick!,0
6750,@USER_de8e452b #Killyourself for that lmao!,0
6751,#Inhighschool I didn't have to do no work and go A's gotta love being on the basketball team!,0
6752,#inhighschool my only friends was the boys basketball team females was super fake,0
6753,#inhightschool I had math with all the bro's and they use to steal my home work and copy it. B cole use to beat my ass for my homework haha!,0
6754,#inhighschool @USER_a4db8c85 was sooo mean to me until we found out we was family lmao!,0
6755,#inhighdchool @USER_50ed79ca was a nobody didn't know he was the black boi in the front seat when white boy phill gave me rides lmao!,0
6756,@USER_95473eaa hahahah you done pissed the barbies off lmao!,0
6757,Do anyone know where I can get glass jars from or any kind of jars I'm tryin to make lipgloss with my girls group!,0
6758,O ok thanks! RT @USER_0a0e12cb: @USER_bdeb6abd any grocery store ...they sell the for pickling or like salsa,0
6759,Amen! To that! RT @USER_bd2fc2e5: I'm immune to haters,0
6760,@USER_1574e94e run gabby run say no to drugs!!!,0
6761,@USER_0a0e12cb o ok thanks I'll go look this weekend!,0
6762,O and be in school!!!!! Check me out! Lol,0
6763,"Sorry yall I got the song ""Never"" by @USER_1234d94d for some odd reason lmao!",0
6764,@USER_766ffdfa I'm going to mctc for 2 years then I pray to go the U of M,0
6765,@USER_bd2fc2e5 yeah and thanks!,0
6766,Took an advil and my co work went to get me something to eat but I think I really just fucked my back up! Ugh at work in tear not good look!,0
6767,True wayyyyy funny! RT @USER_d6e969dd: @USER_9748a974 @USER_bdeb6abd The 1st one was better!,0
6768,Good! @USER_9748a974,0
6769,ATL Is Lookin Like A NO! Right Now! Tear :(,0
6770,Imma go to work early again today! Need the hours! So let me get dress and do my hair! #Pow!!!!!,0
6771,#FF My Boo! @USER_dcc2181f!!!!,0
6772,#FF my boo like how he changed his name and aint tell me! @USER_74a16946,0
6773,#FF My Buddys @USER_bf24fb27 @USER_0b1f88d3 @USER_6f743549,0
6774,RT @USER_dc700e49: #FF @USER_d48aa3eb @USER_77265d72 @USER_766ffdfa @USER_bd2fc2e5 @USER_bdeb6abd @USER_4ccf590f @USER_7e35a8c9,0
6775,I Feel Good Like The Moon Is Shining Just For Me. Tonight I'm Fly As I Can Be.Don't You Try And Bring Me Down Tho Its Not Like U Chould!,0
6776,Aint he tho! RT @USER_89589090: RT @USER_a4a5c243 @USER_bdeb6abd Ur not the first girl to say I was cute. {Hahahaha....ur so cocky! Mr.Cork!},0
6777,@USER_bd2fc2e5 you have a bow tat?,0
6778,@USER_9786375f lmao they was like ur a diva u should know these things I said yea your right if one of our dj's was dj'n it I would dur!,0
6779,We havin a ball with this phootshop!,0
6780,Say Dat Lmao!RT @USER_a4a5c243: #icheatedbecause you cheated stupid. what goes around comes around.,0
6781,Doing this Ymca App online need to keep two jobs this summer! #Ballin hahaha!,0
6782,Take a pic hahaha! RT @USER_51e14c1e: This lady in wal-mart got on soft bottom stilettos.,0
6783,@USER_89589090 hey they way she took to get to where I needed to be was not ur every day way lmao!,0
6784,@USER_f759cde0 your not follow me!,0
6785,Up from my nap clean my room and get ready for work!,0
6786,#Nowplayin how to touch a girl by @USER_839e1886,0
6787,@USER_2a4cd1c6 aww u poor thing I done had that 2days in a row at work my co- worker who is like my big bro be bringin it for me! :),0
6788,On the bus with with one of the bouncer that work at karma hahahaha! So you got me on v.I.p right him said yea haha! told yall I run karma,0
6789,@USER_89589090 what u wearing tonight?,0
6790,@USER_8df9f278 ok just hit me up!,0
6791,@USER_8df9f278 yeah.,0
6792,RT @USER_8df9f278: #itsnotokay that @USER_3274ac1b said she aint goin out LMAO...,0
6793,@USER_2cbef9d8 lol that my ish only in the club i be gettin it like try it out try it out hahahaha!,0
6794,Kick him out by beyonce is my song!!!,0
6795,@USER_879dfab8 girl it really is!!!!,0
6796,Plz don't call me babe I'll call you.don't mean to hurt ya feelings but I got a lot to do!,0
6797,I know way to many people here right now that I didn't know last year WHO THE FUCK ARE YALL! This shit bang!,1
6798,Ewww @USER_89589090 you should see these loser tryin to holla at us fail! Lmao talkin bout they d boys! Hahaha!,0
6799,"I didn't miss it how you miss it! RT @USER_593081f8: Mad as hell I missed ""Bow"" 2nite...smh...paccd ass karma...",0
6800,@USER_27832314 cute pic best friend!,0
6801,@USER_1574e94e. Lmao hahahahaha! #Fail,0
6802,@USER_89589090 lmao ok if you say so lmao but no u can tell u have leggins on lol imma need to get me some in that color lol,0
6803,@USER_8df9f278 yes! Not drunk in the club having fun that's wats up I 2nd that! Love ya mammas!,1
6804,@USER_1574e94e lol wow gabby and that ish bang we and @USER_89589090 was gettin it!,0
6805,@USER_c6a96d2e lol hahahaha!,0
6806,@USER_797a670b you welcome!,0
6807,What u talkin boutRT @USER_6943da0f: @USER_55aeedbf girl they breakfest is the shit! lol,1
6808,@USER_89589090 thanks I try lol hehehe but yeah I don't wanna hear you talk like that again!,0
6809,@USER_c6a96d2e girl I loved her and her song strong enough people don't believe me but most of her songs waa bout god! She dope! I miss that cd,0
6810,@USER_8eb3360e lol thanks! And yes! Cold!,0
6811,O and people help my mom and dad pay my doctor's bill one. I just opened. A lot of money!!! In case I don't makin outta waka alive! Lol,0
6812,Nope you are not alone! RT @USER_95473eaa: man. am i the only one that hates how long it takes for a blackberry to turn on?? smh.,0
6813,@USER_8eb3360e ok I wont,0
6814,But 1st let me clean my room its a fuckin mess dresses every where!,0
6815,Power nap! See yall at 3pm,0
6816,@USER_2cbef9d8 lol she so silly,0
6817,Akas rock my world esp one in particular,0
6818,RT @USER_6a03b53a: @USER_7f72a368 chill out u aight no killa!---try me,0
6819,RT @USER_c8b54f46: Damn hoes too sensitive.....bitch if you aint in tha tape shut up!!!!,0
6820,RT @USER_5889c5ec: @USER_7f72a368 bruh what u on??---Home,0
6821,www.youtube.com/watch?v=Pu-qlvQrJdU ALPHA THETA PRETTY BOY SWAG! KAPPAWEEK2K10 IS IT IN YOU???,0
6822,RT @USER_fbdd63ec: For #everydayiwakeup THANK YOU LORD!!! :),0
6823,Anybody seen my niggas @USER_eb13522c@KAPPATIM@tkmrmajor tell them niggas to hit me up,0
6824,WEEK,0
6825,@USER_3b7ec2fd,0
6826,@USER_f328c772,0
6827,@USER_6520cb20,0
6828,RT @USER_75e92e5d: @USER_7f72a368 no its not in me---I wasn't even go ask you that. Just checkin up on you,0
6829,RT @USER_e89d60bb: RT @USER_7f72a368: RT @USER_e89d60bb: RT @USER_7f72a368: @USER_e89d60bb&lt;&lt; what?!?!?---What it do?â¢nothing wassup---at the house bored!!,0
6830,RT @USER_c7a1ffee: @USER_e2257fac so this Milf asks me how old I was and she looked so good. I froze up and said 18 I had a @USER_c5f672ae moment smh,0
6831,"RT @USER_eb13522c: @USER_7f72a368 bet, ima b there b4 u dip out i need to hit the couch ASAP a nigha body is on E&gt;&gt;&gt;Doors open",0
6832,RT @USER_0642f8c5: Definitely failed that....&gt;&gt;&gt;juicygena wat it is patna,0
6833,RT @USER_c5d6aca1: @USER_7f72a368 what are you up to??&gt;&gt;&gt;just hoppin out shower,0
6834,I have a problem with believing what people say too much...Tired of gettin let down....Brick wall of China being built now,0
6835,Headed to Clarksville to play for the funeral now.....Hit ma phone,0
6836,Hands Down TSU has the biggest and most inclusive Twitter network on earth!!!!!Everybody fucks wit erbody on campus Damn near,0
6837,2,0
6838,YOU,0
6839,"The road to KAPPALAND is long, rough and rugged takes a hell of a man to make it on through.........",0
6840,The funeral was sad but everybody's OK and I'm headed back to the VILLE,0
6841,RT @USER_7364ad52: All my followers traveling be safe and make sure you back March 14 we partying all week long is it in you???,0
6842,I been seein a lot of SB2K10 stuntin. Niggas leavin early and comin back late knowin they gon run outta cheese by WED,0
6843,RT @USER_830d08f9: RT @USER_7f72a368 I died 10 min ago &lt;what's wrong hun?---Etiquette dinner gone wrong,0
6844,"@USER_38b966c2 lil brother just walked in my room again, picked up a red candle and said Is this snake blood??? LMAO",0
6845,RT @USER_1d2fa828: @USER_7f72a368 yea son I will pull out a projector any were i please Sir .---LMAO,0
6846,#secretturnon female followers! LMAO,0
6847,There is a fucking cottonball running around this house!!!,0
6848,Actions speak louder than words but feelings and spirits speak louder than anything #FACT,0
6849,#unotfromthehoodif u nvr called ur friends out to play by yelling for them out the window...,0
6850,@USER_1abc8db6. Ur supposed to only say that when he does something 'manly' or to take care of u. During sex #ohhellnaw lol,0
6851,RT @USER_561fe280: How many new concepts do you fail to grasp because you're trying to fit them into old concepts you already have?,0
6852,In the meanwhile - Grits and eggs on deck! Lol,0
6853,Good night. I hope I can stay asleep on my left side all night. This should be interesting =(,0
6854,Oh - good morning everyone!!!,0
6855,@USER_f53fc86e lol I'm not down. Lol thanks for following me,0
6856,"In other news, I got to work thirty mins early today :-)",0
6857,Smh again. This is truly pathetic.,0
6858,@USER_351cde53 ur right... I need to get out more...,0
6859,LOL! I love it!,0
6860,@USER_6e55cdd0 Talk to your mother. She's got something funny to tell you.,0
6861,@USER_dcf61f62 lol u stupid! lol,0
6862,Haven't worn 4 inches in a WHILE. Feels good to be back,0
6863,#letsbereal the only thing real about you is the fact that ur bank acct is in the negative,0
6864,RT @USER_af3c0e2d: If you really wanna be with someone you sacrifice certain things.,0
6865,@USER_b9f3516c lol it's not ur fault. I just see how ppl get all bent out of shape over it and about it...,0
6866,#mewithoutyouislike Kool-Aid with no sugar,0
6867,#mewithoutyouislike Whitney without Bobby,0
6868,@USER_fd0ca6a3 at like 1ish,0
6869,"Point blank - If I said 'he MIGHT' get the business, and u don't, it's YOUR fault for assuming. Please grow UP. Damn",0
6870,And I ran bc I'm not gonna keep repeating myself. U r doing waaaaaay too much.,0
6871,"I don't have time for a set up. If u over it, then be over it. Stop bringing it up.",0
6872,My blood pressure 141/83. Do u think I have time for u or ur childish pettiness and attention-seeking?,0
6873,#icheatedbecause he treated me out.,0
6874,#icheatedbecause I seen that thickness in his jeans.... And he walked with a waddle...,0
6875,#icheatedbecause I saw him eat that oyster.... #itwasawrap,0
6876,#icheatedbecause his game just a little bit tighter than yours...,0
6877,#icheatedbecause he was my comforter. He was there when you were doing me wrong... he held me just right,0
6878,RT @USER_543a08b2: #icheatedbecause I was looking for a partner not a child,0
6879,#icheatedbecause the chick YOU cheated with told me about to tattoo on your...,0
6880,Awwwww!,0
6881,@USER_a52f1c49 Awwww!,0
6882,A Love note... hmmm...,0
6883,@USER_2763bad9 I want a man like Big on SATC.,0
6884,@USER_041e76d7 lol Aw!,0
6885,"RT @USER_561fe280: Feel the fears, acknowledge the worries, understand the concerns, then move on away from them. Set yourself free to ac ...",0
6886,This is why texting is the bane of my existence... Lol,0
6887,@USER_b3457261 I hope it was a good section!,0
6888,@USER_2a41c579 nope its cap n crunch,0
6889,@USER_e07518fc haha yea kate did try thou I gotta give her tht. I just can't wait for the reunion,0
6890,@USER_5cfa62a6 good in class we watched three hours of house,0
6891,@USER_5cfa62a6 lol wut kind of work,0
6892,@USER_f9bde476 wade is way better than kobe boo boo : ),0
6893,@USER_5cfa62a6 a sweettalker: ),0
6894,@USER_9a63a0d0 ugh oh I like bys in tats. But wut u gettin and where,0
6895,@USER_9a63a0d0 just was wonderin,0
6896,@USER_e07518fc aww its fine lol,0
6897,On my way to the hiar salon,0
6898,@USER_5cfa62a6 u bbmin lol,0
6899,Still gettin my hair fried dyed and laid to the side haha. Thts wut they use to say bck in the day,0
6900,@USER_9a63a0d0 awwwww,0
6901,Cut my hair,0
6902,"@USER_8dcae037 wut do u like to do when ur not rappin,actin, or bein an athlete",0
6903,@USER_bd36fcf6 no I'm aries lol itsw the twenty seventh,0
6904,@USER_bd36fcf6 good,0
6905,@USER_f9bde476 send it to me I wanna hear it lol,0
6906,@USER_9a63a0d0 the blck boy get on my nerves,0
6907,@USER_9a63a0d0 but than that gurl he like get on my nerves to she be over doin it,0
6908,@USER_e07518fc txt me the pic wut u in them I will give u my opinion lol,0
6909,@USER_52f9ccfa lmao od,0
6910,@USER_fdddeee5 wrd,0
6911,i need to run in someBody BriB to get my stacks up like Wack Flaka would lmao,0
6912,@USER_27aab7dd where have you Been? lmao he was suppose to go to jail from like last month for gun charges,0
6913,yellow rims,0
6914,yellow lambs,0
6915,@USER_27aab7dd lmao shh,0
6916,@USER_b944a4eb yea I got you no ge,0
6917,@USER_b944a4eb im not !,0
6918,everyone on my timeline should shout me out so I kan get some more followers #thanks,0
6919,@USER_ee4210e6 yeah But with rope attached,0
6920,have a BaBy By me BaBy Be on WELFARE,0
6921,we don't Buy no drinks at the Bar we Bring our own shit,1
6922,L B DuB Gang Young Money cash Money chow wow rite chea or kall me crake lmao,0
6923,#ihate them super dike girls,0
6924,#ihategirls that aBsolutly have to Be loud for attention But no one pays them any mine they get the shut up,0
6925,#ihate bird head girls,0
6926,@USER_882bd1ff lmaO,0
6927,@USER_75bd982d i kno lol,0
6928,"Now I'm in the limelight 'cause I rhyme tight Time to get paid, blow up like the World Trade",0
6929,@USER_edae7182 lmao,0
6930,"Super Nintendo, Sega Genesis When I was dead broke, man I couldn't picture this",0
6931,6000 tweets Bitch,0
6932,@USER_21d3dbf7 yeah it deff is lmao,0
6933,@USER_01c77fce there Black/Black-Electric Green,0
6934,still kinda mad,0
6935,I feel like selling this damn laptop,0
6936,@USER_54d07256 lol idk? I'm tryin to think Bout how Ima get money for this Blak Berry,0
6937,I Be on a chick that you would neva know,0
6938,#ICHEATEDBECAUSE wait up neva did lol,0
6939,#NP my celeBrity Twin(Bow Wow) - My BaBy,0
6940,#nowplaying fabolous can't let you go,0
6941,@USER_54d07256 her phones off shes here,0
6942,@USER_54d07256 rock klimBing then church !,0
6943,@USER_8e459d24 lmao smh,0
6944,@USER_54d07256 hush,0
6945,@USER_230ae974 yea yea,0
6946,RT @USER_80a1cbbc im hungryy!,0
6947,I'm soo UPTOWN and mutha fuka look if you aint dont go UPTOWN,0
6948,RT @USER_8e459d24 Weezy aint never goin to jail --word lol,0
6949,kleanin my room,0
6950,room all klean I kan see the floor and all that,0
6951,WHERE THE PARTIES AT TONIGHT,0
6952,@USER_ad5715c6 just chillin at my nigga kriB,0
6953,@USER_54d07256 I'm not usin my phone my dyin its on silent,0
6954,morning twitter =),0
6955,the ending for the krazies was type wack and the sound in the movies went off #SMH #WHERETHEYDOTHATAT,0
6956,RT @USER_3835b85b @USER_21537e57 u better have got in the house early--wrd,0
6957,@USER_230ae974 hello there,0
6958,You know on my kalender you niggas is out dated -Bow wow,0
6959,money flowin like a slit wrist NO BANDAGE !,0
6960,I don't feel yall But I feel myself,0
6961,@USER_f8509459 :) Baby,0
6962,Juss Got Home.....ALL I CARE BOUT IS @USER_3515bb08 IS HOME I LOVE HIM --- SAME NIGGAS I BALL WID I FALL WITH,0
6963,@USER_f8509459 Im Going...I Ain't Go In 2 Days..My Bail Was Gonna Be 5G'z,0
6964,@USER_f8509459 Yeaa..My Belly Was Hurting Odee..U Went to School Today?,0
6965,@USER_f8509459 Gud Girl..I Gotta See Yu This Weekend,0
6966,@USER_a681c608 Yeaa!! Im Bac Phonda,0
6967,@USER_a681c608 Chris Was Wid Me..I Wasnt Leaving Dat Boy Side,0
6968,Lmao Look At My Background,0
6969,@USER_ab0c4ad9 I Knoe :) Do Yu Think Bout Me?,0
6970,@USER_ad5715c6 Twitter And Drinkin Cranberry Juice,1
6971,@USER_ad5715c6 Wat Chanel Is It On?,0
6972,@USER_a681c608 Gud For Him..He Cant Disss U lIKE Dat,0
6973,@USER_ad5715c6 Watch HITMAN,0
6974,@USER_33910fad Lmao THere Cool They Was Talking Sense,0
6975,0oh Yeaaaa And FREE My Son Frm 217 Wid The Mitsubishi_Lancer_Evolution,0
6976,@USER_a681c608 U Aint Neva Sleep Nex tO This Big Scary Bear Looking Nigga,0
6977,@USER_cce13fdf :) Sister Wat Yu Doin?,0
6978,@USER_163a4b62 Why? Wah Happen To Her?,0
6979,@USER_cce13fdf ColdNAME,0
6980,@USER_f8509459 ;D So Come Dennn,0
6981,"Even if the sky is falling down,",0
6982,@USER_b329360a Im Not Tired..Why U Not Sleep?,0
6983,@USER_163a4b62 Yeaaa Maybe U Need To Slap Her,0
6984,@USER_f8509459 Lmao U On Ya TwitterAfterDark Tingzzz U Freak A:) Its Cute Doe,0
6985,@USER_163a4b62 Den Boil Her,0
6986,@USER_f8509459 Yes I Did Lol..I Memba When The Only Song U Knew Frm JB Was OneTime And One Less Lonely Girl(My fav Sonq) And I Tld U Bout BabY,0
6987,"RT @USER_f8509459 my breath if your breath , ima tell yuh one time boy ilu boy ilu :] &lt;&lt;--Who U Love =X?",0
6988,@USER_f8509459 Lml Mmmhh...Iight :-p Listen To Sex Room By Ludacris And Trey Songz,0
6989,I think Iâll get the blindfold instead you better get a couple towels baby cos we about to slip and slide,0
6990,fantasy*,0
6991,@USER_f8509459 Why U Icen Ya Ankle?,0
6992,@USER_5675a0c1 Juss Cool Lol,0
6993,@USER_4ec79b73 yEAA Im Gudd Bro..What Yu Dealin Wid?,0
6994,@USER_34f51f87 Its Eithere Dhat Or U Dnt Pay And It Affect U iN The Future,0
6995,@USER_34f51f87 Lml Why?,0
6996,@USER_9f90d75a Wassup,0
6997,@USER_34f51f87 Lol,0
6998,@USER_34f51f87 My Nigga I Was Starvin And It Was Just A Peice I Sold My Booking Butter For 50 Cents To Some Busty Name James!,0
6999,@USER_34f51f87 Lol U Cant Really Do Nuffing,0
7000,@USER_74829def YaaaMon!,0
7001,#InHighSchool I SLEEP,0
7002,Money On My Mind...Bitches At My Show's...Nigga Outta Line Then A Nigga Gotta GO,0
7003,@USER_9f90d75a Well Srry To Hear Bout Ya Dad Maybe U Shud Take Time Out This Weekend To Have Fun..And U Shouldnt Be Stressted U To Yung 4Dat,0
7004,@USER_b1d378ca Wass Gud?,0
7005,#LetsBeReal I Care Bout Yu #RealTalk!,0
7006,RT @USER_f512d1d1: My ATM BROs Follow dese guys dey good on my side @USER_74e0da52 @USER_9f0c332b @USER_37be29a0 @USER_4ec79b73 @USER_33910fad @USER_34f51f87 ...,0
7007,"RT @USER_21fe2e90: the F is for family,friends,and fans..........thank u...........your love and prayers are felt.",0
7008,@USER_eb2a91ca Yea It Is Dess,0
7009,@USER_6bd0e25b ii Juss Lemme Knoe When Ya Ready,0
7010,@USER_9f90d75a I Knoe Lol,0
7011,@USER_cb579a17 Tell mommy Im Home,0
7012,@USER_eb2a91ca Thats Guddd..Now U Live Wid Ya BB,0
7013,@USER_9f90d75a Yea I Dont Really Show It Since My Lil Sister Hates Me,0
7014,@USER_62964259 Yeaaa I Guess,0
7015,K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E K.O.E,0
7016,Deadass Its Funny She Listen To Her Frens And Shit And Have Of Dem Dont GOT MANS..Every Wonder Why??,1
7017,Chris Pass The Strap Lemme Rip Em They Not Ready For War So Lets Get Em!,0
7018,#FF My Bravas @USER_6bd0e25b @USER_204acbd6 @USER_64b30fca @USER_bcecafc2 @USER_4fc902ea,0
7019,#FF My Co Defender @USER_555abab5 LMAO,0
7020,@USER_e347bdbd Wake Him Up..He Has To Send Me Some Files Ova Aim I Want That New PokeMon ROM!,0
7021,She Making This Something Its Not She Knew Wassup When She Signed Up,0
7022,#FF My Daughter @USER_d98beb56 @USER_d98beb56 @USER_d98beb56 @USER_d98beb56 @USER_d98beb56 @USER_d98beb56,0
7023,@USER_7cbdeb04 God Beless Yu,0
7024,@USER_5675a0c1 -__-,0
7025,@USER_a61b0e9f Dancing To Songs In The Mirror Lol,0
